covered,missed
0.2653061224489796,0.7142857142857143
0.14,0.84
0.15217391304347827,0.8260869565217391
0.15555555555555556,0.8
0.3673469387755102,0.6122448979591837
0.3829787234042553,0.5957446808510638
0.36363636363636365,0.6
0.4375,0.5
0.48,0.48
0.4090909090909091,0.5681818181818182
0.5555555555555556,0.4222222222222222
0.5333333333333333,0.4222222222222222
0.46808510638297873,0.48936170212765956
0.5208333333333334,0.4583333333333333
0.4583333333333333,0.5
0.5208333333333334,0.4583333333333333
0.5208333333333334,0.4375
0.7,0.28
0.7142857142857143,0.24489795918367346
0.7755102040816326,0.20408163265306123
0.6739130434782609,0.2826086956521739
0.6304347826086957,0.30434782608695654
0.7446808510638298,0.23404255319148937
0.6521739130434783,0.30434782608695654
0.6595744680851063,0.3191489361702128
0.7555555555555555,0.2222222222222222
0.7450980392156863,0.21568627450980393
0.76,0.22
0.6666666666666666,0.29411764705882354
0.6590909090909091,0.2727272727272727
0.75,0.25
0.6862745098039216,0.29411764705882354
0.7843137254901961,0.19607843137254902
0.8113207547169812,0.1509433962264151
0.8,0.18181818181818182
0.8775510204081632,0.08163265306122448
0.8301886792452831,0.1320754716981132
0.9166666666666666,0.0625
0.8846153846153846,0.07692307692307693
0.8,0.17777777777777778
0.8301886792452831,0.1320754716981132
0.8431372549019608,0.13725490196078433
0.8490566037735849,0.11320754716981132
0.86,0.08
0.8695652173913043,0.10869565217391304
0.875,0.10416666666666667
0.9375,0.0625
0.9183673469387755,0.04081632653061224
0.8775510204081632,0.061224489795918366
0.8775510204081632,0.08163265306122448
0.7959183673469388,0.16326530612244897
0.9423076923076923,0.019230769230769232
0.8867924528301887,0.05660377358490566
0.9782608695652174,0.0
0.9607843137254902,0.0
0.9433962264150944,0.018867924528301886
0.9444444444444444,0.018518518518518517
0.9074074074074074,0.05555555555555555
0.9433962264150944,0.018867924528301886
0.9038461538461539,0.057692307692307696
0.9423076923076923,0.019230769230769232
0.9615384615384616,0.0
0.92,0.04
0.9591836734693877,0.02040816326530612
0.9423076923076923,0.019230769230769232
0.9607843137254902,0.0196078431372549
0.9607843137254902,0.0
0.98,0.0
0.9090909090909091,0.05454545454545454
0.9375,0.020833333333333332
0.9423076923076923,0.038461538461538464
0.9285714285714286,0.05357142857142857
0.9259259259259259,0.037037037037037035
0.9622641509433962,0.0
0.9444444444444444,0.018518518518518517
0.9183673469387755,0.04081632653061224
0.9791666666666666,0.020833333333333332
0.9818181818181818,0.0
0.9423076923076923,0.019230769230769232
0.9464285714285714,0.017857142857142856
0.9607843137254902,0.0
0.9811320754716981,0.0
0.9444444444444444,0.018518518518518517
0.9807692307692307,0.0
0.9795918367346939,0.02040816326530612
0.9433962264150944,0.018867924528301886
0.9622641509433962,0.018867924528301886
0.9811320754716981,0.0
0.9444444444444444,0.018518518518518517
0.9444444444444444,0.018518518518518517
0.8928571428571429,0.07142857142857142
0.9444444444444444,0.037037037037037035
0.9433962264150944,0.018867924528301886
0.98,0.0
0.9215686274509803,0.0196078431372549
0.9411764705882353,0.0196078431372549
0.9444444444444444,0.018518518518518517
0.9444444444444444,0.018518518518518517
0.9791666666666666,0.0
0.9215686274509803,0.0196078431372549
